Time RV eRV 3AP2-1 3AP3-2 6AP2-1 6AP3-2 6AP4-3 6AP5-4 6AP6-5 9AP2-1 9AP3-2 9AP4-3 9AP5-4 9AP6-5 9AP7-6 9AP8-7 9AP9-8 c3AP2-1
57773.839963 332.626646007734 13.5948890150584 -1067.70340990016 -1522.70263976078 -287.90128891535 -278.3186600363 -1126.3261198443 -1081.39126099351 56.731327388659 -604.69138040975 -184.79461150185 -585.7494395556 317.57468350187 -998.125477503956 -983.859119337406 22.2702966287284 -375.525390388647 0
57773.845044 411.83167150807 14.1282588965272 -1033.70924206579 -1693.07902052396 -169.73238967288 -148.43646469363 -1380.22122758418 -1154.87299459648 76.124515742022 -580.92651092791 10.6879723756902 -411.95028612331 42.8363755586101 -1139.016874519 -974.426411280896 -2.5266831650234 -406.833471242804 0
57773.850079 466.209202713301 13.3332985705566 -1085.80722599043 -1945.14743360627 -490.17268367915 70.0219804488302 -1596.19026062392 -1336.745085683 128.860158050831 -1053.96944007981 -35.79546053796 -418.16239973359 492.25719424794 -1606.75812131269 -1073.02188110158 -41.9097618634866 -256.406521371159 0
57773.85501 527.950088459542 13.1938918583882 -1120.14079249582 -2036.32669198898 -168.47756171716 -183.52698979151 -1469.5875908587 -1475.41596699135 106.565683234242 -608.43687458658 66.61835265834 -627.79031763764 342.11916007945 -1402.20516838604 -1223.41853417916 -55.3155919928645 -304.615774895783 0
57773.859964 616.53488522766 13.1045296996956 -1198.99429222425 -2280.74113089346 -309.20037222533 -234.94980960039 -1403.55317657689 -1747.62177166344 114.053264303448 -782.61458404566 50.0591133476401 -595.66081885907 387.34249336494 -1597.45602587492 -1353.32386707566 -57.9833619286435 -335.35561360425 0
57773.865 651.329657887431 12.8767364113689 -1396.97205205036 -2336.26062376828 -400.29807135685 -380.35347283406 -1421.8199367509 -1830.24984807918 186.598273607595 -1090.53214213946 122.15143836922 -734.30539564276 377.4579830438 -1597.99056483391 -1425.74940252388 -70.0592163865233 -159.435081313207 0
57773.869988 748.143146478651 12.8254505452484 -1213.47912231275 -2667.19129603552 -381.67691207416 5.90556730771004 -1787.65842756708 -1975.60798248814 121.598801712483 -881.85588310489 -131.30108355314 -240.41532705757 197.22425503014 -1817.10723254366 -1547.61030023635 -80.4777174699657 -286.192790384655 0
57773.875024 797.250673437046 13.0085749282723 -1289.54434437505 -2833.24708079803 -464.305921663999 -31.58149511592 -1789.85559716089 -2135.62881172255 122.550419233962 -1126.30580283205 44.9926889953299 -378.53122681001 313.92901046227 -1949.30384049795 -1627.45697821993 -127.688441122532 -259.068912283157 0
57773.879908 872.314406846162 12.873632564221 -1289.03621412049 -3025.57724488229 -402.098410117251 -85.3427717177296 -1763.2963426391 -2323.95038461682 99.5859809673336 -1138.62584687646 48.4613523329003 -338.65269658419 313.44995322214 -2045.37588505344 -1675.73018710098 -229.662006558709 -244.140551419141 0
57774.862485 8805.74240565062 19.0196328803017 -874.509313162198 -19895.0157989362 -458.6432398535 350.812731711201 -1716.8628065229 -19224.2839876468 32.41918363333 -859.372251576398 4.53062207479888 -155.8800760134 802.870726164001 -2394.3669906295 -12358.896607819 -7625.17690530136 2531.48389212223 0
57774.867474 9077.02295962174 19.4401016073771 -857.0230055838 -19893.0087274953 -540.7527221747 316.716403771599 -1581.6487411981 -19302.0380252195 97.6221150711099 -954.2904556147 -5.91422622709797 -101.548351175701 702.320806324598 -2234.8962920647 -12591.2195257289 -7475.77426509804 2563.49328120536 0
57774.87251 9489.54929296569 20.056719231027 -663.956468463803 -19913.3081821655 -287.051720537598 403.399472826597 -1573.8828715746 -19251.5506768617 -61.8282636511599 -836.891599231101 201.4177675881 -0.320401949400548 422.216087340301 -1902.058433944 -12087.5153064866 -8175.43530319407 2655.49457382914 0
57774.877637 9726.79389101084 22.1566341742953 -739.4199576795 -20080.5041200434 -489.197230337999 343.0170855406 -1471.3520444683 -19434.0782039871 -96.2258291620501 -1027.0043010679 60.8929080046983 -62.3797673574009 835.643929207003 -2284.1173949761 -11904.3059354097 -8387.56233156644 2616.69129452701 0
57774.88258 9026.00082068076 19.1410336899503 -770.121521681198 -19920.8161835436 -313.350627403302 442.1150600447 -1808.2053117269 -19281.9805453971 182.49659526989 -594.416592711601 -76.1350583653984 72.6402037545013 487.0374691455 -2237.386770231 -12505.2978833894 -7550.02737625203 2754.14319430593 0
57778.881789 4835.16609103039 20.8639851861531 -891.87490839096 -5745.96324076241 -286.09575735352 276.81917539725 -1894.91634915638 -4182.19482182454 -1333.98916780524 -705.302004868659 26.0557826164895 -5.35329276778066 304.52431510104 -2341.60330061541 -3004.06766450826 -1785.56761742403 1593.34059608333 0
57778.887241 4669.61510744474 18.9828330196991 -851.24877930486 -6064.0311555227 -391.389050771329 266.526834918821 -1699.77728516275 -4581.48471146455 -1348.7074322903 -1105.2316487746 224.353051817781 -85.7051783224215 483.49559528439 -2355.47552823806 -3246.64556207741 -1824.38138132084 770.63519293608 0
57778.892276 4859.80971122546 19.3447472934449 -1020.70156966412 -5866.9085975365 -344.44718514243 39.0566781723792 -1648.63426078821 -4449.04147037539 -1242.40940942316 -1017.30873484042 204.990127555751 -401.298359274331 620.305975836871 -2254.71583792035 -3283.1671485951 -1739.18742481461 1017.67598377481 0
57778.89708 4715.63495592474 18.6841308408794 -1102.16804088883 -6066.49740202888 -417.78142912952 135.79978964759 -1910.81939793281 -4595.45386781568 -1148.82006862105 -1230.3717071186 373.38434462889 -364.164362113581 456.57727488053 -2375.41728420233 -3191.68038965997 -1921.65087159774 1304.03385213627 0
57779.885552 941.184591516837 15.7478314042741 -235.02610268969 -107.676066824078 -428.49697112335 205.46507544522 -425.132023637982 -117.437758391374 357.829974887166 -958.687242479414 57.8791521204359 -234.160078279388 701.622346765246 -597.564771621057 -141.218736462109 202.132556448478 -44.547190544336 0
57779.890402 968.926458174 17.1417033081713 -223.915351508551 55.850258109674 -299.124636892388 31.5338938951081 -215.792056495978 0.717679983830976 251.174721493187 -823.182331788502 62.794037290879 -397.000258228385 847.889577731048 -540.647991694614 -176.317266018926 323.122774789844 16.4526542904561 0
57779.895576 940.053562957891 14.1278712417387 -244.26707401145 -149.85344631346 -221.73600773365 76.14482269423 -362.25641475935 -185.916554376586 349.003434715456 -755.998832512388 191.879704928808 -390.732150512806 646.063976136596 -475.730684139925 -214.357911605101 194.81813428697 -90.634248134452 0
57785.829492 12942.7880876586 16.6155744373009 -1209.2499714433 -16741.6754208144 -283.745594827102 92.5862141118014 -1930.5292428629 -14022.3354980474 -2941.40995831358 -793.869004386299 -62.7442620251022 -235.179705745599 445.076842445298 -2320.2340359061 -9877.5337366316 -7974.41128387819 5315.70065573939 0
57785.834354 13180.219413716 17.0840922283372 -1140.2002886057 -16743.3615631633 -278.467731130899 12.1519504647003 -1702.6639762801 -14423.3218702726 -2578.95841921367 -709.372311056002 23.4430643015003 -404.953734498999 685.6208543373 -2383.2656575613 -9856.5772286591 -7999.02312584145 4708.05709044452 0
57785.839447 12868.9214489959 16.4674326365611 -1201.9882526853 -16715.4530875796 -199.991703007701 89.074914850702 -1981.8183485072 -13933.2155709316 -2974.36518499484 -650.298643083501 91.1187446660988 -463.060292276299 637.580336011 -2425.3443710805 -10172.7825037527 -7668.01261807198 5669.88592669993 0
